max
0.12,0.774
0.12,0.6659999999999999
0.284,0.6859999999999999
0.402,0.8220000000000001

max
0.344,0.354
0.15,0.20999999999999996
0.392,0.21999999999999997
0.682,0.30000000000000004
0.794,0.20599999999999996
0.846,0.33799999999999997
0.594,0.32799999999999996
0.578,0.42000000000000004
0.476,0.352
0.398,0.46199999999999997

max
0.728,0.10999999999999999
0.918,0.18400000000000005
0.932,0.11199999999999999

max
0.714,0.928
0.686,0.802
0.676,0.624
0.898,0.634
0.838,0.792
0.908,0.926

max
0.168,0.512
0.102,0.278
0.24,0.386
