Xcoord,Ycoord
0.6501737045158875,0.011957655985466054
0.4102394520484729,0.9344482140185056
0.9370445187060517,0.24104598993960058
0.46886943678168536,0.6535439113223911
0.40097524945082363,0.7901909249934496
0.17144943871791452,0.544745369863111
0.3974415684540653,0.8475378327493778
0.9108401986704822,0.031870005775423316
0.3570956441226816,0.07732681874645153
0.41606736175820613,0.06026910581240541
0.18031493238021012,0.9756159001168614
0.12410858832078031,0.888896236381391
0.5735185765395154,0.9248525809817464
0.9367759733401368,0.9427647867964858
0.2814866516028768,0.9619904009668386
0.46570006163569244,0.18463994230298142
0.6507713616053487,0.5917162209850081
0.9409400263775727,0.8321840550707882
0.025166801041042075,0.2242009525324392
0.5725680686515542,0.6874698105865176
0.41098908437376147,0.834155178119982
0.12171556628692126,0.6624534121115456
0.05051476444513736,0.86176056552854
0.07022254216580492,0.5821051024597713
0.9526804052985629,0.21439420297402723
0.40332505032980936,0.7339780606335905
0.6811224521760472,0.0806019468184862
0.03641706254519461,0.8761594770283402
0.7318636256749148,0.15156654442318984
0.2147747913623168,0.189963266515492
0.6464279168130249,0.7603544816362601
0.7942328531664656,0.9693864483775472
0.6008936019573548,0.3955154854969827
0.5873696552972747,0.023146960754514723
0.7716303566327148,0.3582396066536364
0.4616076128543748,0.6603249912455891
0.06893796338624059,0.6828427168623966
0.7126241065459917,0.417154085780283
0.1519748328237721,0.13541087333650148
0.07227944369802597,0.7036128248634093
0.775237522312816,0.44795551087199115
0.2632049651065632,0.1306018285065399
0.6687630715866575,0.047085892184374534
0.18901098096691982,0.04675411231362503
0.3013936472369745,0.4388025727242706
0.9903995316586127,0.5346580593935946
0.7376281763138405,0.5719732448033511
0.33019005904730536,0.9146010455438505
0.29406375099343507,0.610836656631425
0.8856716289294116,0.9865752076567005
0.9483958083591018,0.6940794519789265
0.3008540056918789,0.12491193306972637
0.690714427885833,0.45854852722209316
0.3049927600342799,0.01931895863655464
0.8245666241273797,0.5214747686084837
0.34165573066447674,0.10784453703163699
0.5206076161758411,0.6441296740572277
0.08714917806977895,0.06171990438222685
0.6899673697382726,0.4654976939685366
0.9664481265127817,0.4267544643842234
