Xcoord,Ycoord
0.47152159591641396,0.19248024018390464
0.8182866092818393,0.9514762728388664
0.6072514192136067,0.6519139656533999
0.9891433789581848,0.10954713765723367
0.9895885605817043,0.7746125233591046
0.5833330482754787,0.4128879232958196
0.20435972217480003,0.041260100366631414
0.8684292691430955,0.06803814097236427
0.31194783831356565,0.13320694158509305
0.5836042217627959,0.9114607949632522
0.5146207791341558,0.3811443881298031
0.5008377564487182,0.43671396516847893
0.9372500776255198,0.2873576421008168
0.8898476871549321,0.5989433465194101
0.6235284920325213,0.4332412687793811
0.902455152931859,0.6095559949381292
0.1811168265605999,0.059985422892825824
0.7048417669808807,0.38940156532315695
0.6613325988048134,0.0036270318037080473
0.9175333079077784,0.2409595178927555
0.5226869844694473,0.9958809348407289
0.2269286709340751,0.8370053851217261
0.9905298935634009,0.8059863046895844
0.7414012843973574,0.002683141341980555
0.049064907992309115,0.4289684287366755
0.3915267936446397,0.7444807672527953
0.3446982687057488,0.5815335733652821
0.013930666165856476,0.24892508063703978
0.7812730978767315,0.5865210942643209
0.04006582993511365,0.16194902766435004
0.49975068589937377,0.6903753212062789
0.351670811888394,0.08400748123688195
0.4947771275009627,0.7467976390130907
0.5670377775375465,0.1618655584349502
0.9180608245864195,0.40507001665813
0.11071354118123677,0.5292267269746295
0.3360655605949442,0.12422589746270718
0.07486998893485153,0.8779197576927305
0.5121102639219961,0.2264511232304871
0.762192940891311,0.04608938904666382
0.5998197062029479,0.2422696257942304
0.04124862395776274,0.9488954140289374
0.1306225291168469,0.18080309808279982
0.10651989128477224,0.08097553099641686
0.9338964517690104,0.9823768868362237
0.5284571309310001,0.8181559134519238
0.074200905448354,0.009834494988774867
0.1049276948832768,0.34521009980840045
0.6355708480062893,0.7354539048808417
0.33844401737161733,0.4146107565653847
