Xcoord,Ycoord
0.9041393602471269,0.5619067281127448
0.695276987578864,0.8612885427926156
0.630585874209618,0.16048303634117678
0.6931533057298784,0.10580708431687535
0.847211296155856,0.1513620029776649
0.7256964535426402,0.22437714120277286
0.1987338449796684,0.6467670672899666
0.09501009117316472,0.6003342688785407
0.5821967339201282,0.5546144362575248
0.3335602610305055,0.9760538298590903
0.28850227333869227,0.45444252266260154
0.7434875084243789,0.4073415829746275
0.6407425708148045,0.43630163850308534
0.22496723306897026,0.5312635557459738
0.9484492950974279,0.8635717607710691
0.182,0.126
0.37338507939337573,0.22605920912494593
0.36348596759351404,0.01384082663404429
0.6073208070788262,0.3755705279708018
0.2711587570141213,0.07638953606424426
