1.2
0.076,0.92
0.094,0.918
0.084,0.898

1.2
0.42,0.602
0.51,0.5900000000000001
0.48,0.5780000000000001
0.44,0.5660000000000001

1.2
0.672,0.42400000000000004
0.644,0.378
0.672,0.378
0.674,0.4
0.696,0.41600000000000004

1.2
0.112,0.28600000000000003
0.166,0.264
0.144,0.244
0.128,0.268
0.096,0.246

1.2
0.456,0.242
0.48,0.15600000000000003
0.496,0.20199999999999996

1.2
0.688,0.16600000000000004
0.678,0.18400000000000005
0.692,0.18400000000000005

1.2
0.872,0.43000000000000005
0.896,0.42000000000000004
0.884,0.498
0.88,0.46399999999999997

1.2
0.82,0.866
0.814,0.854
0.804,0.842
0.818,0.8240000000000001
0.828,0.84
0.848,0.85

1.2
0.448,0.918
0.456,0.9
0.446,0.876
0.476,0.88
0.496,0.9
0.468,0.922

1.2
0.216,0.698
0.216,0.6799999999999999
0.236,0.69
0.256,0.722
0.232,0.71

1.2
0.334,0.44599999999999995
0.358,0.44199999999999995
0.358,0.46199999999999997
0.348,0.46399999999999997

1.2
0.672,0.6779999999999999
0.68,0.6699999999999999
0.694,0.6779999999999999
0.704,0.71
0.678,0.75
0.678,0.72

1.2
0.114,0.54
0.092,0.51
0.078,0.522
0.064,0.52
0.064,0.51
0.104,0.498
0.134,0.536

1.2
0.088,0.42600000000000005
0.068,0.398
0.092,0.402
0.104,0.378
0.122,0.41000000000000003
0.116,0.43200000000000005

1.2
0.18,0.17000000000000004
0.2,0.17000000000000004
0.2,0.15000000000000002

1.2
0.128,0.038000000000000034
0.114,0.08999999999999997
0.076,0.07399999999999995
0.08,0.03600000000000003

1.2
0.854,0.10399999999999998
0.854,0.09399999999999997
0.916,0.09799999999999998
0.908,0.13

1.2
0.844,0.246
0.844,0.22399999999999998
0.822,0.20999999999999996
0.838,0.19399999999999995
0.872,0.21999999999999997

1.2
0.504,0.10999999999999999
0.51,0.06999999999999995
0.522,0.09599999999999997
0.546,0.08399999999999996
0.534,0.13

1.2
0.304,0.08999999999999997
0.304,0.06599999999999995
0.33,0.07399999999999995

1.2
0.284,0.89
0.268,0.868
0.258,0.882

1.2
0.106,0.806
0.094,0.782
0.128,0.792
0.132,0.8180000000000001

1.2
0.092,0.6859999999999999
0.086,0.656
0.108,0.6719999999999999
0.122,0.6579999999999999
0.148,0.706
0.138,0.734
0.126,0.708

1.2
0.836,0.702
0.838,0.6859999999999999
0.856,0.69
0.882,0.694
0.884,0.73
0.858,0.712

1.2
0.412,0.744
0.412,0.72
0.426,0.722
0.452,0.75

1.2
0.872,0.984
0.876,0.96
0.9,0.974

1.2
0.656,0.03400000000000003
0.662,0.014000000000000012
0.684,0.014000000000000012

1.2
0.29,0.358
0.258,0.352
0.256,0.32999999999999996
0.276,0.34199999999999997
0.296,0.32599999999999996

1.2
0.492,0.36
0.516,0.352
0.536,0.374

1.2
0.528,0.45399999999999996
0.482,0.504
0.524,0.504

1.2
0.646,0.5680000000000001
0.636,0.55
0.654,0.558
0.668,0.538
0.676,0.5780000000000001

1.2
0.276,0.558
0.288,0.544
0.294,0.554

1.2
0.692,0.886
0.64,0.926
0.64,0.902

1.2
0.91,0.5820000000000001
0.916,0.5700000000000001
0.948,0.5860000000000001
0.948,0.618

1.2
0.796,0.56
0.772,0.5740000000000001
0.772,0.546
