Xcoord,Ycoord
0.6256294777026915,0.11551914644598216
0.23111458129197282,0.4611019714670439
0.28764651719114176,0.8198256476721544
0.286501384130708,0.5036243215026995
0.5772152554029875,0.9666795815835121
0.8597730908797656,0.4631746520379606
0.4337111237738187,0.9737475180229477
0.37334177243219935,0.84200170626045
0.3503156310476163,0.6578045534008076
0.9891062425629676,0.9741256617065668
0.9499678250488036,0.8326290414312122
0.1853231990178006,0.0745501136906731
0.3228673720244053,0.4425961563186269
0.9710221742251648,0.3423766909112661
0.014476264595673749,0.2744813295676133
0.029742602677894858,0.7076965572994441
0.6789419306446485,0.017523750541618255
0.9759732423598219,0.930297256446117
0.3200913817614438,0.20058860535092993
0.08052582967715827,0.4076369895744537
0.45,0.5860000000000001
0.702,0.762
0.664,0.39
0.776,0.31399999999999995
0.774,0.918
