max
0.652,0.882
0.676,0.772
0.752,0.774

max
0.24,0.806
0.274,0.6659999999999999
0.11,0.6599999999999999
0.068,0.544
0.384,0.562

max
0.148,0.21599999999999997
0.2,0.32999999999999996
0.116,0.31999999999999995
0.048,0.33199999999999996
0.044,0.264
0.102,0.274

max
0.664,0.28800000000000003
0.644,0.138
0.71,0.22999999999999998

max
0.836,0.532
0.89,0.44199999999999995
0.842,0.348
0.8,0.252
0.848,0.20599999999999996
0.896,0.20399999999999996
0.944,0.356
0.944,0.536
0.864,0.604

max
0.474,0.17800000000000005
0.356,0.15000000000000002
0.444,0.08199999999999996

max
0.528,0.5860000000000001
0.39,0.526
0.336,0.41400000000000003
0.358,0.362
0.588,0.374
0.684,0.482

max
0.828,0.948
0.82,0.876
0.902,0.918
0.928,0.978
0.882,0.95

max
0.296,0.952
0.376,0.83
0.446,0.96
0.512,0.902
0.476,0.858
0.524,0.8140000000000001
0.448,0.77
0.462,0.6839999999999999
0.392,0.762
0.32,0.734
0.322,0.8
0.264,0.8160000000000001
0.292,0.878
0.21,0.95

max
0.756,0.626
0.628,0.614
0.708,0.5660000000000001
0.796,0.5660000000000001

max
0.26,0.258
0.19,0.15800000000000003
0.22,0.10999999999999999
0.288,0.15800000000000003
