max
0.252,0.71
0.498,0.6579999999999999
0.596,0.364
0.392,0.246
0.082,0.366
0.22,0.48
0.096,0.6639999999999999

max
0.64,0.878
0.764,0.906
0.844,0.834
0.796,0.762

max
0.248,0.124
0.568,0.17200000000000004
0.546,0.05400000000000005
0.496,0.008000000000000007

max
0.746,0.538
0.78,0.494
0.802,0.43000000000000005
0.792,0.34199999999999997
0.768,0.30000000000000004
0.728,0.254
0.698,0.22999999999999998
0.664,0.17600000000000005
0.684,0.14600000000000002
0.712,0.11599999999999999
0.752,0.08999999999999997
0.798,0.20399999999999996
0.882,0.272
0.88,0.358
0.888,0.44399999999999995
0.832,0.54
0.89,0.614
0.892,0.6839999999999999
0.832,0.702
0.724,0.704
0.706,0.652
0.628,0.616
