max
0.202,0.702
0.3,0.698
0.296,0.598
0.2,0.602

max
0.604,0.69
0.702,0.7
0.692,0.596
0.606,0.596

max
0.434,0.51
0.406,0.41200000000000003
0.504,0.4
0.502,0.508

max
0.192,0.30800000000000005
0.204,0.22199999999999998
0.296,0.21799999999999997
0.31,0.31000000000000005

max
0.404,0.898
0.412,0.784
0.496,0.794
0.506,0.894

max
0.708,0.29800000000000004
0.706,0.19599999999999995
0.772,0.19999999999999996
0.8,0.29000000000000004

max
0.4,0.19799999999999995
0.392,0.07999999999999996
0.508,0.09799999999999998
0.508,0.21399999999999997

max
0.796,0.898
0.804,0.784
0.906,0.792
0.908,0.886

max
0.094,0.11399999999999999
0.088,0.04200000000000004
0.218,0.050000000000000044
0.204,0.09399999999999997

max
0.104,0.906
0.104,0.798
0.208,0.81
0.216,0.912

max
0.096,0.502
0.084,0.4
0.188,0.406
0.212,0.49

max
0.784,0.522
0.798,0.44799999999999995
0.906,0.45199999999999996
0.9,0.534
