max
0.09,0.08999999999999997
0.126,0.07399999999999995
0.14,0.10199999999999998
0.116,0.09999999999999998
0.11,0.11399999999999999

max
0.524,0.07999999999999996
0.518,0.05800000000000005
0.534,0.05800000000000005
0.558,0.08999999999999997

max
0.402,0.17600000000000005
0.412,0.15800000000000003
0.432,0.18400000000000005
0.43,0.18999999999999995

max
0.288,0.28400000000000003
0.304,0.274
0.304,0.29200000000000004

max
0.096,0.45799999999999996
0.096,0.44199999999999995
0.112,0.44799999999999995
0.122,0.45399999999999996
0.124,0.474
0.112,0.47
0.106,0.46399999999999997

max
0.13,0.272
0.104,0.20599999999999996
0.136,0.19399999999999995
0.12,0.238
0.132,0.252

max
0.814,0.10999999999999999
0.842,0.13
0.848,0.122
0.84,0.10799999999999998
0.828,0.11199999999999999

max
0.866,0.268
0.786,0.242
0.8,0.23399999999999999
0.812,0.242
0.836,0.246

max
0.51,0.31000000000000005
0.51,0.272
0.532,0.29000000000000004
0.536,0.30800000000000005
0.526,0.30000000000000004

max
0.822,0.938
0.844,0.92
0.856,0.94
0.838,0.95

max
0.288,0.908
0.276,0.876
0.296,0.878

max
0.496,0.634
0.476,0.602
0.5,0.602
0.504,0.62
0.512,0.638

max
0.356,0.51
0.334,0.486
0.35,0.482
0.356,0.5
0.368,0.51
0.392,0.518
0.37,0.526

max
0.688,0.46199999999999997
0.67,0.45799999999999996
0.66,0.482
0.676,0.478

max
0.526,0.386
0.506,0.374
0.514,0.392

max
0.476,0.41800000000000004
0.46,0.43200000000000005
0.444,0.402
0.458,0.41800000000000004

max
0.806,0.40800000000000003
0.8,0.386
0.816,0.39
0.84,0.42600000000000005
0.848,0.45199999999999996

max
0.798,0.776
0.796,0.762
0.816,0.76
0.84,0.778
0.816,0.774

max
0.196,0.748
0.19,0.728
0.17,0.73
0.168,0.724
0.168,0.708
0.194,0.712
0.216,0.734

max
0.78,0.6659999999999999
0.772,0.654
0.792,0.654
0.832,0.648
0.836,0.6659999999999999
0.822,0.6659999999999999

max
0.57,0.8
0.566,0.786
0.594,0.794

max
0.42,0.946
0.378,0.91
0.404,0.912
0.406,0.926
0.43,0.926
0.44,0.942

max
0.656,0.5720000000000001
0.654,0.538
0.67,0.558
0.67,0.5820000000000001

max
0.196,0.606
0.168,0.5860000000000001
0.17,0.606

max
0.336,0.6739999999999999
0.338,0.656
0.356,0.6679999999999999
0.378,0.696
0.376,0.714
0.368,0.72
0.368,0.698
