max
0.098,0.766
0.216,0.714
0.148,0.648
0.124,0.692

max
0.496,0.5920000000000001
0.672,0.56
0.518,0.41000000000000003
0.498,0.506
0.52,0.534

max
0.698,0.886
0.598,0.746
0.822,0.806

max
0.596,0.29800000000000004
0.422,0.21599999999999997
0.326,0.278
0.288,0.16000000000000003
0.29,0.10599999999999998
0.648,0.08999999999999997
0.708,0.25

max
0.132,0.482
0.256,0.478
0.18,0.358
0.144,0.16600000000000004
0.04,0.25
0.042,0.31399999999999995
0.078,0.35
0.086,0.388
0.094,0.41400000000000003

max
0.786,0.6719999999999999
0.824,0.654
0.844,0.558
