Xcoord,Ycoord
0.342349938,0.058502904
0.132609064,0.238649596
0.405928224,0.059501778
0.774609079,0.147827675
0.608903651,0.629541234
0.681582931,0.933571063
0.160519423,0.569357209
0.639499524,0.266007867
0.977719814,0.399488548
0.338415218,0.098346184
0.964724799,0.182306999
0.408398903,0.516044958
0.135431014,0.895876023
0.152922513,0.491697336
0.797909567,0.090327488
0.878718397,0.736024157
0.488517234,0.008722479
0.060652988,0.832624851
0.072474763,0.858890902
0.716576534,0.614780421
